,Gene_ID,Features,No.Features
460,KHK,"['KHK_SNP', 'KHK_MET', 'KHK_CNV', 'KHK_RNA']",4
461,KIT,"['KIT_SNP', 'KIT_MET', 'KIT_CNV', 'KIT_RNA']",4
462,KNG1,"['KNG1_SNP', 'KNG1_MET', 'KNG1_CNV', 'KNG1_RNA']",4
463,KRAS,"['KRAS_SNP', 'KRAS_MET', 'KRAS_CNV', 'KRAS_RNA']",4
464,LCAT,"['LCAT_SNP', 'LCAT_MET', 'LCAT_CNV', 'LCAT_RNA']",4
465,LDLR,"['LDLR_SNP', 'LDLR_MET', 'LDLR_CNV', 'LDLR_RNA']",4
466,LEP,"['LEP_SNP', 'LEP_MET', 'LEP_CNV', 'LEP_RNA']",4
467,LEPR,"['LEPR_SNP', 'LEPR_MET', 'LEPR_CNV', 'LEPR_RNA']",4
468,LGALS9,"['LGALS9_SNP', 'LGALS9_MET', 'LGALS9_CNV', 'LGALS9_RNA']",4
469,LIPC,"['LIPC_SNP', 'LIPC_MET', 'LIPC_CNV', 'LIPC_RNA']",4
470,LPL,"['LPL_SNP', 'LPL_MET', 'LPL_CNV', 'LPL_RNA']",4
471,LRP1,"['LRP1_SNP', 'LRP1_MET', 'LRP1_CNV', 'LRP1_RNA']",4
472,LTA4H,"['LTA4H_SNP', 'LTA4H_MET', 'LTA4H_CNV', 'LTA4H_RNA']",4
473,LTB4R,"['LTB4R_SNP', 'LTB4R_MET', 'LTB4R_CNV', 'LTB4R_RNA']",4
474,LTC4S,"['LTC4S_SNP', 'LTC4S_MET', 'LTC4S_CNV', 'LTC4S_RNA']",4
475,MAF,"['MAF_SNP', 'MAF_MET', 'MAF_CNV', 'MAF_RNA']",4
476,MAFA,"['MAFA_SNP', 'MAFA_MET', 'MAFA_CNV', 'MAFA_RNA']",4
477,MAFB,"['MAFB_SNP', 'MAFB_MET', 'MAFB_CNV', 'MAFB_RNA']",4
478,MAFF,"['MAFF_SNP', 'MAFF_MET', 'MAFF_CNV', 'MAFF_RNA']",4
479,MAFG,"['MAFG_SNP', 'MAFG_MET', 'MAFG_CNV', 'MAFG_RNA']",4
480,MAFK,"['MAFK_SNP', 'MAFK_MET', 'MAFK_CNV', 'MAFK_RNA']",4
481,MAOA,"['MAOA_SNP', 'MAOA_MET', 'MAOA_CNV', 'MAOA_RNA']",4
482,MAOB,"['MAOB_SNP', 'MAOB_MET', 'MAOB_CNV', 'MAOB_RNA']",4
483,MAP2K1,"['MAP2K1_SNP', 'MAP2K1_MET', 'MAP2K1_CNV', 'MAP2K1_RNA']",4
484,MAP2K2,"['MAP2K2_SNP', 'MAP2K2_MET', 'MAP2K2_CNV', 'MAP2K2_RNA']",4
485,MAP2K3,"['MAP2K3_SNP', 'MAP2K3_MET', 'MAP2K3_CNV', 'MAP2K3_RNA']",4
486,MAP2K4,"['MAP2K4_SNP', 'MAP2K4_MET', 'MAP2K4_CNV', 'MAP2K4_RNA']",4
487,MAP2K5,"['MAP2K5_SNP', 'MAP2K5_MET', 'MAP2K5_CNV', 'MAP2K5_RNA']",4
488,MAP2K6,"['MAP2K6_SNP', 'MAP2K6_MET', 'MAP2K6_CNV', 'MAP2K6_RNA']",4
489,MAP2K7,"['MAP2K7_SNP', 'MAP2K7_MET', 'MAP2K7_CNV', 'MAP2K7_RNA']",4
490,MAP3K1,"['MAP3K1_SNP', 'MAP3K1_MET', 'MAP3K1_CNV', 'MAP3K1_RNA']",4
491,MAP3K11,"['MAP3K11_SNP', 'MAP3K11_MET', 'MAP3K11_CNV', 'MAP3K11_RNA']",4
492,MAP3K7,"['MAP3K7_SNP', 'MAP3K7_MET', 'MAP3K7_CNV', 'MAP3K7_RNA']",4
493,MAPK1,"['MAPK1_SNP', 'MAPK1_MET', 'MAPK1_CNV', 'MAPK1_RNA']",4
494,MAPK10,"['MAPK10_SNP', 'MAPK10_MET', 'MAPK10_CNV', 'MAPK10_RNA']",4
495,MAPK11,"['MAPK11_SNP', 'MAPK11_MET', 'MAPK11_CNV', 'MAPK11_RNA']",4
496,MAPK12,"['MAPK12_SNP', 'MAPK12_MET', 'MAPK12_CNV', 'MAPK12_RNA']",4
497,MAPK13,"['MAPK13_SNP', 'MAPK13_MET', 'MAPK13_CNV', 'MAPK13_RNA']",4
498,MAPK14,"['MAPK14_SNP', 'MAPK14_MET', 'MAPK14_CNV', 'MAPK14_RNA']",4
499,MAPK3,"['MAPK3_SNP', 'MAPK3_MET', 'MAPK3_CNV', 'MAPK3_RNA']",4
500,MAPK4,"['MAPK4_SNP', 'MAPK4_MET', 'MAPK4_CNV', 'MAPK4_RNA']",4
501,MAPK6,"['MAPK6_SNP', 'MAPK6_MET', 'MAPK6_CNV', 'MAPK6_RNA']",4
502,MAPK7,"['MAPK7_SNP', 'MAPK7_MET', 'MAPK7_CNV', 'MAPK7_RNA']",4
503,MAPK8,"['MAPK8_SNP', 'MAPK8_MET', 'MAPK8_CNV', 'MAPK8_RNA']",4
504,MAPK9,"['MAPK9_SNP', 'MAPK9_MET', 'MAPK9_CNV', 'MAPK9_RNA']",4
505,MAS1,"['MAS1_SNP', 'MAS1_MET', 'MAS1_CNV', 'MAS1_RNA']",4
506,MAVS,"['MAVS_SNP', 'MAVS_MET', 'MAVS_CNV', 'MAVS_RNA']",4
507,MC4R,"['MC4R_SNP', 'MC4R_MET', 'MC4R_CNV', 'MC4R_RNA']",4
508,MET,"['MET_SNP', 'MET_MET', 'MET_CNV', 'MET_RNA']",4
509,MGMT,"['MGMT_SNP', 'MGMT_MET', 'MGMT_CNV', 'MGMT_RNA']",4
510,MGP,"['MGP_SNP', 'MGP_MET', 'MGP_CNV', 'MGP_RNA']",4
511,MLH1,"['MLH1_SNP', 'MLH1_MET', 'MLH1_CNV', 'MLH1_RNA']",4
512,MLXIPL,"['MLXIPL_SNP', 'MLXIPL_MET', 'MLXIPL_CNV', 'MLXIPL_RNA']",4
513,MLYCD,"['MLYCD_SNP', 'MLYCD_MET', 'MLYCD_CNV', 'MLYCD_RNA']",4
514,MME,"['MME_SNP', 'MME_MET', 'MME_CNV', 'MME_RNA']",4
515,MMP9,"['MMP9_SNP', 'MMP9_MET', 'MMP9_CNV', 'MMP9_RNA']",4
516,MOCOS,"['MOCOS_SNP', 'MOCOS_MET', 'MOCOS_CNV', 'MOCOS_RNA']",4
517,MPO,"['MPO_SNP', 'MPO_MET', 'MPO_CNV', 'MPO_RNA']",4
518,MRAS,"['MRAS_SNP', 'MRAS_MET', 'MRAS_CNV', 'MRAS_RNA']",4
519,MSH2,"['MSH2_SNP', 'MSH2_MET', 'MSH2_CNV', 'MSH2_RNA']",4
520,MTHFD1,"['MTHFD1_SNP', 'MTHFD1_MET', 'MTHFD1_CNV', 'MTHFD1_RNA']",4
521,MTHFR,"['MTHFR_SNP', 'MTHFR_MET', 'MTHFR_CNV', 'MTHFR_RNA']",4
522,MTHFS,"['MTHFS_SNP', 'MTHFS_MET', 'MTHFS_CNV', 'MTHFS_RNA']",4
523,MTOR,"['MTOR_SNP', 'MTOR_MET', 'MTOR_CNV', 'MTOR_RNA']",4
524,MTTP,"['MTTP_SNP', 'MTTP_MET', 'MTTP_CNV', 'MTTP_RNA']",4
525,MX1,"['MX1_SNP', 'MX1_MET', 'MX1_CNV', 'MX1_RNA']",4
526,MYC,"['MYC_SNP', 'MYC_MET', 'MYC_CNV', 'MYC_RNA']",4
527,NAAA,"['NAAA_SNP', 'NAAA_MET', 'NAAA_CNV', 'NAAA_RNA']",4
528,NAT1,"['NAT1_SNP', 'NAT1_MET', 'NAT1_CNV', 'NAT1_RNA']",4
529,NAT2,"['NAT2_SNP', 'NAT2_MET', 'NAT2_CNV', 'NAT2_RNA']",4
530,NCF4,"['NCF4_SNP', 'NCF4_MET', 'NCF4_CNV', 'NCF4_RNA']",4
531,NDUFA1,"['NDUFA1_SNP', 'NDUFA1_MET', 'NDUFA1_CNV', 'NDUFA1_RNA']",4
532,NDUFA11,"['NDUFA11_SNP', 'NDUFA11_MET', 'NDUFA11_CNV', 'NDUFA11_RNA']",4
533,NDUFA2,"['NDUFA2_SNP', 'NDUFA2_MET', 'NDUFA2_CNV', 'NDUFA2_RNA']",4
534,NDUFAB1,"['NDUFAB1_SNP', 'NDUFAB1_MET', 'NDUFAB1_CNV', 'NDUFAB1_RNA']",4
535,NDUFB4,"['NDUFB4_SNP', 'NDUFB4_MET', 'NDUFB4_CNV', 'NDUFB4_RNA']",4
536,NDUFS1,"['NDUFS1_SNP', 'NDUFS1_MET', 'NDUFS1_CNV', 'NDUFS1_RNA']",4
537,NDUFS2,"['NDUFS2_SNP', 'NDUFS2_MET', 'NDUFS2_CNV', 'NDUFS2_RNA']",4
538,NDUFS4,"['NDUFS4_SNP', 'NDUFS4_MET', 'NDUFS4_CNV', 'NDUFS4_RNA']",4
539,NDUFS6,"['NDUFS6_SNP', 'NDUFS6_MET', 'NDUFS6_CNV', 'NDUFS6_RNA']",4
540,NDUFV1,"['NDUFV1_SNP', 'NDUFV1_MET', 'NDUFV1_CNV', 'NDUFV1_RNA']",4
541,NEDD4L,"['NEDD4L_SNP', 'NEDD4L_MET', 'NEDD4L_CNV', 'NEDD4L_RNA']",4
542,NEUROD1,"['NEUROD1_SNP', 'NEUROD1_MET', 'NEUROD1_CNV', 'NEUROD1_RNA']",4
543,NFATC1,"['NFATC1_SNP', 'NFATC1_MET', 'NFATC1_CNV', 'NFATC1_RNA']",4
544,NFATC2,"['NFATC2_SNP', 'NFATC2_MET', 'NFATC2_CNV', 'NFATC2_RNA']",4
545,NFATC4,"['NFATC4_SNP', 'NFATC4_MET', 'NFATC4_CNV', 'NFATC4_RNA']",4
546,NFKB1,"['NFKB1_SNP', 'NFKB1_MET', 'NFKB1_CNV', 'NFKB1_RNA']",4
547,NFKB2,"['NFKB2_SNP', 'NFKB2_MET', 'NFKB2_CNV', 'NFKB2_RNA']",4
548,NME1,"['NME1_SNP', 'NME1_MET', 'NME1_CNV', 'NME1_RNA']",4
549,NME2,"['NME2_SNP', 'NME2_MET', 'NME2_CNV', 'NME2_RNA']",4
550,NME4,"['NME4_SNP', 'NME4_MET', 'NME4_CNV', 'NME4_RNA']",4
551,NOS1,"['NOS1_SNP', 'NOS1_MET', 'NOS1_CNV', 'NOS1_RNA']",4
552,NOS2,"['NOS2_SNP', 'NOS2_MET', 'NOS2_CNV', 'NOS2_RNA']",4
553,NOS3,"['NOS3_SNP', 'NOS3_MET', 'NOS3_CNV', 'NOS3_RNA']",4
554,NPY,"['NPY_SNP', 'NPY_MET', 'NPY_CNV', 'NPY_RNA']",4
555,NPY1R,"['NPY1R_SNP', 'NPY1R_MET', 'NPY1R_CNV', 'NPY1R_RNA']",4
556,NPY2R,"['NPY2R_SNP', 'NPY2R_MET', 'NPY2R_CNV', 'NPY2R_RNA']",4
557,NQO1,"['NQO1_SNP', 'NQO1_MET', 'NQO1_CNV', 'NQO1_RNA']",4
558,NR1I2,"['NR1I2_SNP', 'NR1I2_MET', 'NR1I2_CNV', 'NR1I2_RNA']",4
559,NR1I3,"['NR1I3_SNP', 'NR1I3_MET', 'NR1I3_CNV', 'NR1I3_RNA']",4
560,NR3C2,"['NR3C2_SNP', 'NR3C2_MET', 'NR3C2_CNV', 'NR3C2_RNA']",4
561,NRAS,"['NRAS_SNP', 'NRAS_MET', 'NRAS_CNV', 'NRAS_RNA']",4
562,NRG1,"['NRG1_SNP', 'NRG1_MET', 'NRG1_CNV', 'NRG1_RNA']",4
563,NRG2,"['NRG2_SNP', 'NRG2_MET', 'NRG2_CNV', 'NRG2_RNA']",4
564,NRG3,"['NRG3_SNP', 'NRG3_MET', 'NRG3_CNV', 'NRG3_RNA']",4
565,NRL,"['NRL_SNP', 'NRL_MET', 'NRL_CNV', 'NRL_RNA']",4
566,NRP1,"['NRP1_SNP', 'NRP1_MET', 'NRP1_CNV', 'NRP1_RNA']",4
567,NT5C,"['NT5C_SNP', 'NT5C_MET', 'NT5C_CNV', 'NT5C_RNA']",4
568,NT5C2,"['NT5C2_SNP', 'NT5C2_MET', 'NT5C2_CNV', 'NT5C2_RNA']",4
569,NT5E,"['NT5E_SNP', 'NT5E_MET', 'NT5E_CNV', 'NT5E_RNA']",4
570,NUDT15,"['NUDT15_SNP', 'NUDT15_MET', 'NUDT15_CNV', 'NUDT15_RNA']",4
571,OAS1,"['OAS1_SNP', 'OAS1_MET', 'OAS1_CNV', 'OAS1_RNA']",4
572,OGDH,"['OGDH_SNP', 'OGDH_MET', 'OGDH_CNV', 'OGDH_RNA']",4
573,ORM1,"['ORM1_SNP', 'ORM1_MET', 'ORM1_CNV', 'ORM1_RNA']",4
574,OXSR1,"['OXSR1_SNP', 'OXSR1_MET', 'OXSR1_CNV', 'OXSR1_RNA']",4
575,P2RX1,"['P2RX1_SNP', 'P2RX1_MET', 'P2RX1_CNV', 'P2RX1_RNA']",4
576,P2RY1,"['P2RY1_SNP', 'P2RY1_MET', 'P2RY1_CNV', 'P2RY1_RNA']",4
577,P2RY12,"['P2RY12_SNP', 'P2RY12_MET', 'P2RY12_CNV', 'P2RY12_RNA']",4
578,PARP1,"['PARP1_SNP', 'PARP1_MET', 'PARP1_CNV', 'PARP1_RNA']",4
579,PCK1,"['PCK1_SNP', 'PCK1_MET', 'PCK1_CNV', 'PCK1_RNA']",4
580,PCSK9,"['PCSK9_SNP', 'PCSK9_MET', 'PCSK9_CNV', 'PCSK9_RNA']",4
581,PCYT1A,"['PCYT1A_SNP', 'PCYT1A_MET', 'PCYT1A_CNV', 'PCYT1A_RNA']",4
582,PCYT2,"['PCYT2_SNP', 'PCYT2_MET', 'PCYT2_CNV', 'PCYT2_RNA']",4
583,PDE3A,"['PDE3A_SNP', 'PDE3A_MET', 'PDE3A_CNV', 'PDE3A_RNA']",4
584,PDE4A,"['PDE4A_SNP', 'PDE4A_MET', 'PDE4A_CNV', 'PDE4A_RNA']",4
585,PDE4B,"['PDE4B_SNP', 'PDE4B_MET', 'PDE4B_CNV', 'PDE4B_RNA']",4
586,PDE4C,"['PDE4C_SNP', 'PDE4C_MET', 'PDE4C_CNV', 'PDE4C_RNA']",4
587,PDE4D,"['PDE4D_SNP', 'PDE4D_MET', 'PDE4D_CNV', 'PDE4D_RNA']",4
588,PDGFA,"['PDGFA_SNP', 'PDGFA_MET', 'PDGFA_CNV', 'PDGFA_RNA']",4
589,PDGFB,"['PDGFB_SNP', 'PDGFB_MET', 'PDGFB_CNV', 'PDGFB_RNA']",4
590,PDGFC,"['PDGFC_SNP', 'PDGFC_MET', 'PDGFC_CNV', 'PDGFC_RNA']",4
591,PDGFD,"['PDGFD_SNP', 'PDGFD_MET', 'PDGFD_CNV', 'PDGFD_RNA']",4
592,PDGFRA,"['PDGFRA_SNP', 'PDGFRA_MET', 'PDGFRA_CNV', 'PDGFRA_RNA']",4
593,PDGFRB,"['PDGFRB_SNP', 'PDGFRB_MET', 'PDGFRB_CNV', 'PDGFRB_RNA']",4
594,PDK1,"['PDK1_SNP', 'PDK1_MET', 'PDK1_CNV', 'PDK1_RNA']",4
595,PDX1,"['PDX1_SNP', 'PDX1_MET', 'PDX1_CNV', 'PDX1_RNA']",4
596,PDZK1,"['PDZK1_SNP', 'PDZK1_MET', 'PDZK1_CNV', 'PDZK1_RNA']",4
597,PECAM1,"['PECAM1_SNP', 'PECAM1_MET', 'PECAM1_CNV', 'PECAM1_RNA']",4
598,PF4,"['PF4_SNP', 'PF4_MET', 'PF4_CNV', 'PF4_RNA']",4
599,PGD,"['PGD_SNP', 'PGD_MET', 'PGD_CNV', 'PGD_RNA']",4
600,PGK1,"['PGK1_SNP', 'PGK1_MET', 'PGK1_CNV', 'PGK1_RNA']",4
601,PGLS,"['PGLS_SNP', 'PGLS_MET', 'PGLS_CNV', 'PGLS_RNA']",4
602,PIAS1,"['PIAS1_SNP', 'PIAS1_MET', 'PIAS1_CNV', 'PIAS1_RNA']",4
603,PIGF,"['PIGF_SNP', 'PIGF_MET', 'PIGF_CNV', 'PIGF_RNA']",4
604,PIK3C2A,"['PIK3C2A_SNP', 'PIK3C2A_MET', 'PIK3C2A_CNV', 'PIK3C2A_RNA']",4
605,PIK3C2B,"['PIK3C2B_SNP', 'PIK3C2B_MET', 'PIK3C2B_CNV', 'PIK3C2B_RNA']",4
606,PIK3CA,"['PIK3CA_SNP', 'PIK3CA_MET', 'PIK3CA_CNV', 'PIK3CA_RNA']",4
607,PIK3CB,"['PIK3CB_SNP', 'PIK3CB_MET', 'PIK3CB_CNV', 'PIK3CB_RNA']",4
608,PIK3CD,"['PIK3CD_SNP', 'PIK3CD_MET', 'PIK3CD_CNV', 'PIK3CD_RNA']",4
609,PIK3CG,"['PIK3CG_SNP', 'PIK3CG_MET', 'PIK3CG_CNV', 'PIK3CG_RNA']",4
610,PIK3R1,"['PIK3R1_SNP', 'PIK3R1_MET', 'PIK3R1_CNV', 'PIK3R1_RNA']",4
611,PIK3R2,"['PIK3R2_SNP', 'PIK3R2_MET', 'PIK3R2_CNV', 'PIK3R2_RNA']",4
612,PIK3R3,"['PIK3R3_SNP', 'PIK3R3_MET', 'PIK3R3_CNV', 'PIK3R3_RNA']",4
613,PIK3R5,"['PIK3R5_SNP', 'PIK3R5_MET', 'PIK3R5_CNV', 'PIK3R5_RNA']",4
614,PKLR,"['PKLR_SNP', 'PKLR_MET', 'PKLR_CNV', 'PKLR_RNA']",4
615,PLA2G2A,"['PLA2G2A_SNP', 'PLA2G2A_MET', 'PLA2G2A_CNV', 'PLA2G2A_RNA']",4
616,PLA2G4A,"['PLA2G4A_SNP', 'PLA2G4A_MET', 'PLA2G4A_CNV', 'PLA2G4A_RNA']",4
617,PLA2G4B,"['PLA2G4B_SNP', 'PLA2G4B_MET', 'PLA2G4B_CNV', 'PLA2G4B_RNA']",4
618,PLCB1,"['PLCB1_SNP', 'PLCB1_MET', 'PLCB1_CNV', 'PLCB1_RNA']",4
619,PLCB2,"['PLCB2_SNP', 'PLCB2_MET', 'PLCB2_CNV', 'PLCB2_RNA']",4
620,PLCB3,"['PLCB3_SNP', 'PLCB3_MET', 'PLCB3_CNV', 'PLCB3_RNA']",4
621,PLCB4,"['PLCB4_SNP', 'PLCB4_MET', 'PLCB4_CNV', 'PLCB4_RNA']",4
622,PLCD1,"['PLCD1_SNP', 'PLCD1_MET', 'PLCD1_CNV', 'PLCD1_RNA']",4
623,PLCD3,"['PLCD3_SNP', 'PLCD3_MET', 'PLCD3_CNV', 'PLCD3_RNA']",4
624,PLCD4,"['PLCD4_SNP', 'PLCD4_MET', 'PLCD4_CNV', 'PLCD4_RNA']",4
625,PLCE1,"['PLCE1_SNP', 'PLCE1_MET', 'PLCE1_CNV', 'PLCE1_RNA']",4
626,PLCG1,"['PLCG1_SNP', 'PLCG1_MET', 'PLCG1_CNV', 'PLCG1_RNA']",4
627,PLCG2,"['PLCG2_SNP', 'PLCG2_MET', 'PLCG2_CNV', 'PLCG2_RNA']",4
628,PLCH1,"['PLCH1_SNP', 'PLCH1_MET', 'PLCH1_CNV', 'PLCH1_RNA']",4
629,PLCH2,"['PLCH2_SNP', 'PLCH2_MET', 'PLCH2_CNV', 'PLCH2_RNA']",4
630,PLCL1,"['PLCL1_SNP', 'PLCL1_MET', 'PLCL1_CNV', 'PLCL1_RNA']",4
631,PLCL2,"['PLCL2_SNP', 'PLCL2_MET', 'PLCL2_CNV', 'PLCL2_RNA']",4
632,PLCZ1,"['PLCZ1_SNP', 'PLCZ1_MET', 'PLCZ1_CNV', 'PLCZ1_RNA']",4
633,PLTP,"['PLTP_SNP', 'PLTP_MET', 'PLTP_CNV', 'PLTP_RNA']",4
634,PNP,"['PNP_SNP', 'PNP_MET', 'PNP_CNV', 'PNP_RNA']",4
635,POMC,"['POMC_SNP', 'POMC_MET', 'POMC_CNV', 'POMC_RNA']",4
636,PON1,"['PON1_SNP', 'PON1_MET', 'PON1_CNV', 'PON1_RNA']",4
637,PON3,"['PON3_SNP', 'PON3_MET', 'PON3_CNV', 'PON3_RNA']",4
638,POR,"['POR_SNP', 'POR_MET', 'POR_CNV', 'POR_RNA']",4
639,PPARG,"['PPARG_SNP', 'PPARG_MET', 'PPARG_CNV', 'PPARG_RNA']",4
640,PPARGC1A,"['PPARGC1A_SNP', 'PPARGC1A_MET', 'PPARGC1A_CNV', 'PPARGC1A_RNA']",4
641,PPAT,"['PPAT_SNP', 'PPAT_MET', 'PPAT_CNV', 'PPAT_RNA']",4
642,PPIA,"['PPIA_SNP', 'PPIA_MET', 'PPIA_CNV', 'PPIA_RNA']",4
643,PPP1CA,"['PPP1CA_SNP', 'PPP1CA_MET', 'PPP1CA_CNV', 'PPP1CA_RNA']",4
644,PPP1R1B,"['PPP1R1B_SNP', 'PPP1R1B_MET', 'PPP1R1B_CNV', 'PPP1R1B_RNA']",4
645,PPP2CA,"['PPP2CA_SNP', 'PPP2CA_MET', 'PPP2CA_CNV', 'PPP2CA_RNA']",4
646,PPP3CA,"['PPP3CA_SNP', 'PPP3CA_MET', 'PPP3CA_CNV', 'PPP3CA_RNA']",4
647,PPP3CB,"['PPP3CB_SNP', 'PPP3CB_MET', 'PPP3CB_CNV', 'PPP3CB_RNA']",4
648,PPP3CC,"['PPP3CC_SNP', 'PPP3CC_MET', 'PPP3CC_CNV', 'PPP3CC_RNA']",4
649,PPP3R1,"['PPP3R1_SNP', 'PPP3R1_MET', 'PPP3R1_CNV', 'PPP3R1_RNA']",4
650,PPP3R2,"['PPP3R2_SNP', 'PPP3R2_MET', 'PPP3R2_CNV', 'PPP3R2_RNA']",4
651,PRDX2,"['PRDX2_SNP', 'PRDX2_MET', 'PRDX2_CNV', 'PRDX2_RNA']",4
652,PRKAA1,"['PRKAA1_SNP', 'PRKAA1_MET', 'PRKAA1_CNV', 'PRKAA1_RNA']",4
653,PRKAA2,"['PRKAA2_SNP', 'PRKAA2_MET', 'PRKAA2_CNV', 'PRKAA2_RNA']",4
654,PRKAB1,"['PRKAB1_SNP', 'PRKAB1_MET', 'PRKAB1_CNV', 'PRKAB1_RNA']",4
655,PRKAB2,"['PRKAB2_SNP', 'PRKAB2_MET', 'PRKAB2_CNV', 'PRKAB2_RNA']",4
656,PRKACA,"['PRKACA_SNP', 'PRKACA_MET', 'PRKACA_CNV', 'PRKACA_RNA']",4
657,PRKACB,"['PRKACB_SNP', 'PRKACB_MET', 'PRKACB_CNV', 'PRKACB_RNA']",4
658,PRKACG,"['PRKACG_SNP', 'PRKACG_MET', 'PRKACG_CNV', 'PRKACG_RNA']",4
659,PRKAG1,"['PRKAG1_SNP', 'PRKAG1_MET', 'PRKAG1_CNV', 'PRKAG1_RNA']",4
660,PRKAG2,"['PRKAG2_SNP', 'PRKAG2_MET', 'PRKAG2_CNV', 'PRKAG2_RNA']",4
661,PRKAG3,"['PRKAG3_SNP', 'PRKAG3_MET', 'PRKAG3_CNV', 'PRKAG3_RNA']",4
662,PRKCA,"['PRKCA_SNP', 'PRKCA_MET', 'PRKCA_CNV', 'PRKCA_RNA']",4
663,PRKCB,"['PRKCB_SNP', 'PRKCB_MET', 'PRKCB_CNV', 'PRKCB_RNA']",4
664,PRKCD,"['PRKCD_SNP', 'PRKCD_MET', 'PRKCD_CNV', 'PRKCD_RNA']",4
665,PRKCE,"['PRKCE_SNP', 'PRKCE_MET', 'PRKCE_CNV', 'PRKCE_RNA']",4
666,PRKCG,"['PRKCG_SNP', 'PRKCG_MET', 'PRKCG_CNV', 'PRKCG_RNA']",4
667,PRKCH,"['PRKCH_SNP', 'PRKCH_MET', 'PRKCH_CNV', 'PRKCH_RNA']",4
668,PRKCI,"['PRKCI_SNP', 'PRKCI_MET', 'PRKCI_CNV', 'PRKCI_RNA']",4
669,PRKCQ,"['PRKCQ_SNP', 'PRKCQ_MET', 'PRKCQ_CNV', 'PRKCQ_RNA']",4
670,PRKCZ,"['PRKCZ_SNP', 'PRKCZ_MET', 'PRKCZ_CNV', 'PRKCZ_RNA']",4
671,PRKD1,"['PRKD1_SNP', 'PRKD1_MET', 'PRKD1_CNV', 'PRKD1_RNA']",4
672,PRKDC,"['PRKDC_SNP', 'PRKDC_MET', 'PRKDC_CNV', 'PRKDC_RNA']",4
673,PRL,"['PRL_SNP', 'PRL_MET', 'PRL_CNV', 'PRL_RNA']",4
674,PROC,"['PROC_SNP', 'PROC_MET', 'PROC_CNV', 'PROC_RNA']",4
675,PROS1,"['PROS1_SNP', 'PROS1_MET', 'PROS1_CNV', 'PROS1_RNA']",4
676,PROZ,"['PROZ_SNP', 'PROZ_MET', 'PROZ_CNV', 'PROZ_RNA']",4
677,PRPS1,"['PRPS1_SNP', 'PRPS1_MET', 'PRPS1_CNV', 'PRPS1_RNA']",4
678,PTGDR,"['PTGDR_SNP', 'PTGDR_MET', 'PTGDR_CNV', 'PTGDR_RNA']",4
679,PTGDS,"['PTGDS_SNP', 'PTGDS_MET', 'PTGDS_CNV', 'PTGDS_RNA']",4
680,PTGER1,"['PTGER1_SNP', 'PTGER1_MET', 'PTGER1_CNV', 'PTGER1_RNA']",4
681,PTGER2,"['PTGER2_SNP', 'PTGER2_MET', 'PTGER2_CNV', 'PTGER2_RNA']",4
682,PTGER3,"['PTGER3_SNP', 'PTGER3_MET', 'PTGER3_CNV', 'PTGER3_RNA']",4
683,PTGER4,"['PTGER4_SNP', 'PTGER4_MET', 'PTGER4_CNV', 'PTGER4_RNA']",4
684,PTGES,"['PTGES_SNP', 'PTGES_MET', 'PTGES_CNV', 'PTGES_RNA']",4
685,PTGES2,"['PTGES2_SNP', 'PTGES2_MET', 'PTGES2_CNV', 'PTGES2_RNA']",4
686,PTGES3,"['PTGES3_SNP', 'PTGES3_MET', 'PTGES3_CNV', 'PTGES3_RNA']",4
